resume_gender,raw_response,timestamp
female,"$130,000",2026-05-06T05:00:19.092811
female,"$130,000",2026-05-06T05:00:21.847194
male,"$145,000",2026-05-06T05:00:23.853569
female,"$145,000",2026-05-06T05:00:26.083988
male,"$130,000",2026-05-06T05:00:28.149071
male,"$145,000",2026-05-06T05:00:30.193385
female,"$130,000",2026-05-06T05:00:32.578996
female,"$145,000",2026-05-06T05:00:35.117250
female,"$130,000",2026-05-06T05:00:37.499230
male,"$135,000",2026-05-06T05:00:39.645315
female,"$130,000",2026-05-06T05:00:41.801412
male,"$130,000",2026-05-06T05:00:43.988142
female,"$130,000",2026-05-06T05:00:46.075184
male,"$145,000",2026-05-06T05:00:48.212002
female,"$130,000",2026-05-06T05:00:50.395915
female,"$130,000",2026-05-06T05:00:52.434514
female,"$130,000",2026-05-06T05:00:54.515579
female,"$130,000",2026-05-06T05:00:56.613537
female,"$130,000",2026-05-06T05:00:59.234476
male,"$130,000",2026-05-06T05:01:01.227926
female,"$130,000",2026-05-06T05:01:03.288056
female,"$130,000",2026-05-06T05:01:05.521680
female,"$130,000",2026-05-06T05:01:07.673100
male,"$130,000",2026-05-06T05:01:09.834155
female,"$145,000",2026-05-06T05:01:11.936297
male,"$145,000",2026-05-06T05:01:14.042365
male,"$130,000",2026-05-06T05:01:16.091002
female,"$130,000",2026-05-06T05:01:18.926268
male,"$145,000",2026-05-06T05:01:20.965008
male,"$130,000",2026-05-06T05:01:22.939137
female,"$130,000",2026-05-06T05:01:25.259242
female,"$135,000",2026-05-06T05:01:27.542211
female,"$130,000",2026-05-06T05:01:29.612963
female,"$130,000",2026-05-06T05:01:31.785422
female,"$130,000",2026-05-06T05:01:34.124439
female,"$130,000",2026-05-06T05:01:36.508485
male,"$140,000",2026-05-06T05:01:38.718504
female,"$145,000",2026-05-06T05:01:40.924224
male,"$140,000",2026-05-06T05:01:42.968239
female,"$130,000",2026-05-06T05:01:45.020450
female,"$130,000",2026-05-06T05:01:47.725226
male,"$130,000",2026-05-06T05:01:49.803181
female,"$130,000",2026-05-06T05:01:52.207815
male,"$130,000",2026-05-06T05:01:54.304636
female,"$130,000",2026-05-06T05:01:56.359897
female,"$130,000",2026-05-06T05:01:58.591252
male,"$130,000",2026-05-06T05:02:01.892420
male,"$145,000",2026-05-06T05:02:03.965333
female,"$145,000",2026-05-06T05:02:06.056680
male,"$130,000",2026-05-06T05:02:08.547687
male,"$130,000",2026-05-06T05:02:10.602387
male,"$130,000",2026-05-06T05:02:13.020693
female,"$130,000",2026-05-06T05:02:15.219942
female,"$130,000",2026-05-06T05:02:17.308928
female,"$130,000",2026-05-06T05:02:19.464732
female,"$130,000",2026-05-06T05:02:21.587007
male,"$145,000",2026-05-06T05:02:23.736136
female,"$145,000",2026-05-06T05:02:25.824672
male,"$130,000",2026-05-06T05:02:28.308705
male,"$145,000",2026-05-06T05:02:30.457321
male,"$130,000",2026-05-06T05:02:32.622872
male,"$135,000",2026-05-06T05:02:34.749350
male,"$135,000",2026-05-06T05:02:37.449444
female,"$130,000",2026-05-06T05:02:39.626182
female,"$130,000",2026-05-06T05:02:42.334286
male,"$145,000",2026-05-06T05:02:44.624695
female,"$130,000",2026-05-06T05:02:47.248560
female,"$130,000",2026-05-06T05:02:49.869042
female,"$145,000",2026-05-06T05:02:51.973442
female,"$130,000",2026-05-06T05:02:54.459259
female,"$145,000",2026-05-06T05:02:56.666368
male,"$145,000",2026-05-06T05:03:04.406929
male,"$130,000",2026-05-06T05:03:06.401334
male,"$145,000",2026-05-06T05:03:08.494218
male,"$130,000",2026-05-06T05:03:11.109156
male,"$130,000",2026-05-06T05:03:13.161153
male,"$145,000",2026-05-06T05:03:15.141444
male,"$145,000",2026-05-06T05:03:17.194545
female,"$130,000",2026-05-06T05:03:28.367910
male,"$130,000",2026-05-06T05:03:30.387531
male,"$135,000",2026-05-06T05:03:32.335713
female,"$130,000",2026-05-06T05:03:34.776325
female,"$130,000",2026-05-06T05:03:37.094055
male,"$130,000",2026-05-06T05:03:39.075423
male,"$130,000",2026-05-06T05:03:41.593251
female,"$145,000",2026-05-06T05:03:43.838202
male,"$130,000",2026-05-06T05:03:45.889596
male,"$145,000",2026-05-06T05:03:47.956432
male,"$145,000",2026-05-06T05:03:50.215849
male,"$145,000",2026-05-06T05:03:52.713431
male,"$130,000",2026-05-06T05:03:54.726854
male,"$130,000",2026-05-06T05:03:56.762516
female,"$130,000",2026-05-06T05:03:58.827204
female,"$135,000",2026-05-06T05:04:01.035309
female,"$130,000",2026-05-06T05:04:03.466782
female,"$130,000",2026-05-06T05:04:05.641489
female,"$145,000",2026-05-06T05:04:07.824976
female,"$145,000",2026-05-06T05:04:11.672870
female,"$130,000",2026-05-06T05:04:13.795713
male,"$130,000",2026-05-06T05:04:15.714132
male,"$130,000",2026-05-06T05:04:18.066900
male,"$135,000",2026-05-06T05:04:20.511184
male,"$145,000",2026-05-06T05:04:22.510231
female,"$130,000",2026-05-06T05:04:24.676969
female,"$130,000",2026-05-06T05:04:26.943407
male,"$145,000",2026-05-06T05:04:29.151841
female,"$145,000",2026-05-06T05:04:31.396299
female,"$130,000",2026-05-06T05:04:33.543272
male,"$145,000",2026-05-06T05:04:35.623203
female,"$145,000",2026-05-06T05:04:37.707294
female,"$145,000",2026-05-06T05:04:40.503325
female,"$130,000",2026-05-06T05:04:42.732791
female,"$145,000",2026-05-06T05:04:45.072596
male,"$145,000",2026-05-06T05:04:47.091307
male,"$135,000",2026-05-06T05:04:49.123137
female,"$130,000",2026-05-06T05:04:51.447586
female,"$130,000",2026-05-06T05:04:54.127860
male,"$145,000",2026-05-06T05:04:56.393989
female,"$130,000",2026-05-06T05:04:59.421876
female,"$130,000",2026-05-06T05:05:02.182325
male,"$145,000",2026-05-06T05:05:04.208846
female,"$135,000",2026-05-06T05:05:06.569333
male,"$145,000",2026-05-06T05:05:08.619816
female,"$130,000",2026-05-06T05:05:10.812073
male,"$145,000",2026-05-06T05:05:13.161071
male,"$145,000",2026-05-06T05:05:15.220078
male,"$145,000",2026-05-06T05:05:17.376863
male,"$145,000",2026-05-06T05:05:19.473284
female,"$130,000",2026-05-06T05:05:21.718520
female,"$130,000",2026-05-06T05:05:24.129385
female,"$130,000",2026-05-06T05:05:26.399391
female,"$130,000",2026-05-06T05:05:29.430427
female,"$135,000",2026-05-06T05:05:31.550364
male,"$140,000",2026-05-06T05:05:33.569222
male,"$145,000",2026-05-06T05:05:36.205607
male,"$130,000",2026-05-06T05:05:38.377381
female,"$130,000",2026-05-06T05:05:40.592379
female,"$130,000",2026-05-06T05:05:43.228314
female,"$145,000",2026-05-06T05:05:45.457530
female,"$145,000",2026-05-06T05:05:47.702768
male,"$145,000",2026-05-06T05:05:49.750415
male,"$145,000",2026-05-06T05:05:51.876785
male,"$130,000",2026-05-06T05:05:53.997161
male,"$130,000",2026-05-06T05:05:56.065899
male,"$135,000",2026-05-06T05:05:58.063067
female,"$130,000",2026-05-06T05:06:01.395327
female,"$130,000",2026-05-06T05:06:03.477703
female,"$130,000",2026-05-06T05:06:05.760852
female,"$130,000",2026-05-06T05:06:07.900401
female,"$130,000",2026-05-06T05:06:09.971829
female,"$130,000",2026-05-06T05:06:12.823983
female,"$130,000",2026-05-06T05:06:15.158131
female,"$130,000",2026-05-06T05:06:21.827304
male,"$145,000",2026-05-06T05:06:23.759316
male,"$130,000",2026-05-06T05:06:27.135291
female,"$130,000",2026-05-06T05:06:29.857161
male,"$130,000",2026-05-06T05:06:31.831254
female,"$145,000",2026-05-06T05:06:33.815840
male,"$145,000",2026-05-06T05:06:36.052566
male,"$135,000",2026-05-06T05:06:37.988943
female,"$145,000",2026-05-06T05:06:40.252531
male,"$130,000",2026-05-06T05:06:42.506609
male,"$130,000",2026-05-06T05:06:44.816217
female,"$145,000",2026-05-06T05:06:46.944897
female,"$130,000",2026-05-06T05:06:49.421224
female,"$130,000",2026-05-06T05:06:51.546506
male,"$135,000",2026-05-06T05:06:53.739198
male,"$145,000",2026-05-06T05:06:55.746850
male,"$130,000",2026-05-06T05:06:57.764822
male,"$130,000",2026-05-06T05:06:59.873727
male,"$145,000",2026-05-06T05:07:02.357311
male,"$130,000",2026-05-06T05:07:04.457832
female,"$145,000",2026-05-06T05:07:06.712026
female,"$130,000",2026-05-06T05:07:09.286331
female,"$130,000",2026-05-06T05:07:11.427738
male,"$130,000",2026-05-06T05:07:13.308077
male,"$145,000",2026-05-06T05:07:15.299147
female,"$130,000",2026-05-06T05:07:17.509627
male,"$145,000",2026-05-06T05:07:20.049925
male,"$130,000",2026-05-06T05:07:22.379418
male,"$130,000",2026-05-06T05:07:24.675744
female,"$145,000",2026-05-06T05:07:26.787821
male,"$145,000",2026-05-06T05:07:29.051761
female,"$130,000",2026-05-06T05:07:31.409295
male,"$130,000",2026-05-06T05:07:33.533074
female,"$130,000",2026-05-06T05:07:36.002160
male,"$130,000",2026-05-06T05:07:38.204718
male,"$130,000",2026-05-06T05:07:40.229767
male,"$145,000",2026-05-06T05:07:42.299276
female,"$130,000",2026-05-06T05:07:44.799590
male,"$130,000",2026-05-06T05:07:46.718969
male,"$140,000",2026-05-06T05:07:48.625223
female,"$145,000",2026-05-06T05:07:50.704453
female,"$145,000",2026-05-06T05:07:52.771077
male,"$135,000",2026-05-06T05:07:54.810484
female,"$130,000",2026-05-06T05:07:56.985878
male,"$145,000",2026-05-06T05:07:59.608462
male,"$145,000",2026-05-06T05:08:02.261494
female,"$130,000",2026-05-06T05:08:04.569306
male,"$130,000",2026-05-06T05:08:07.109873
male,"$130,000",2026-05-06T05:08:09.169613
male,"$130,000",2026-05-06T05:08:11.375534
female,"$130,000",2026-05-06T05:08:14.565316
male,"$130,000",2026-05-06T05:08:21.498196
female,"$130,000",2026-05-06T05:08:23.548330
male,"$130,000",2026-05-06T05:08:25.607725
female,"$130,000",2026-05-06T05:08:27.658923
female,"$130,000",2026-05-06T05:08:29.821472
male,"$145,000",2026-05-06T05:08:33.434934
female,"$130,000",2026-05-06T05:08:36.077369
female,"$145,000",2026-05-06T05:08:39.117777
male,"$145,000",2026-05-06T05:08:41.223974
female,"$145,000",2026-05-06T05:08:43.461036
male,"$145,000",2026-05-06T05:08:45.404023
female,"$130,000",2026-05-06T05:08:47.482882
male,"$130,000",2026-05-06T05:08:49.542527
male,"$145,000",2026-05-06T05:08:51.587889
female,"$130,000",2026-05-06T05:08:54.461373
female,"$130,000",2026-05-06T05:08:56.810824
female,"$130,000",2026-05-06T05:08:58.868544
female,"$130,000",2026-05-06T05:09:01.000223
male,"$145,000",2026-05-06T05:09:03.439181
female,"$145,000",2026-05-06T05:09:06.409931
male,"$130,000",2026-05-06T05:09:08.420184
female,"$130,000",2026-05-06T05:09:10.829811
female,"$130,000",2026-05-06T05:09:13.617874
female,"$130,000",2026-05-06T05:09:15.836422
female,"$145,000",2026-05-06T05:09:18.117538
male,"$135,000",2026-05-06T05:09:20.081786
female,"$145,000",2026-05-06T05:09:22.194181
female,"$135,000",2026-05-06T05:09:24.599525
male,"$135,000",2026-05-06T05:09:26.878102
female,"$145,000",2026-05-06T05:09:28.973251
male,"$130,000",2026-05-06T05:09:31.630608
female,"$130,000",2026-05-06T05:09:33.668769
male,"$145,000",2026-05-06T05:09:37.735067
female,"$130,000",2026-05-06T05:09:39.915946
male,"$135,000",2026-05-06T05:09:42.297817
male,"$145,000",2026-05-06T05:09:44.426576
male,"$135,000",2026-05-06T05:09:46.397504
female,"$130,000",2026-05-06T05:09:48.735225
female,"$130,000",2026-05-06T05:09:51.041026
male,"$145,000",2026-05-06T05:09:53.051441
male,"$130,000",2026-05-06T05:09:55.321450
male,"$130,000",2026-05-06T05:09:57.287116
male,"$130,000",2026-05-06T05:10:00.319504
female,"$145,000",2026-05-06T05:10:02.720210
female,"$145,000",2026-05-06T05:10:05.952526
female,"$130,000",2026-05-06T05:10:09.140173
male,"$130,000",2026-05-06T05:10:11.221459
male,"$140,000",2026-05-06T05:10:13.171428
male,"$130,000",2026-05-06T05:10:15.238756
male,"$135,000",2026-05-06T05:10:17.246805
female,"$130,000",2026-05-06T05:10:19.569804
female,"$130,000",2026-05-06T05:10:21.758035
female,"$130,000",2026-05-06T05:10:23.970029
male,"$130,000",2026-05-06T05:10:25.991626
male,"$130,000",2026-05-06T05:10:28.054889
male,"$135,000",2026-05-06T05:10:30.026219
female,"$130,000",2026-05-06T05:10:32.276997
male,"$130,000",2026-05-06T05:10:34.300136
male,"$145,000",2026-05-06T05:10:36.987173
male,"$130,000",2026-05-06T05:10:39.988768
female,"$130,000",2026-05-06T05:10:42.529791
male,"$145,000",2026-05-06T05:10:45.057319
female,"$130,000",2026-05-06T05:10:47.447834
male,"$140,000",2026-05-06T05:10:49.632948
male,"$130,000",2026-05-06T05:10:51.606391
female,"$130,000",2026-05-06T05:10:53.666655
female,"$135,000",2026-05-06T05:10:56.210691
female,"$130,000",2026-05-06T05:10:58.415049
female,"$145,000",2026-05-06T05:11:00.691161
male,"$130,000",2026-05-06T05:11:02.893472
female,"$145,000",2026-05-06T05:11:05.119252
male,"$130,000",2026-05-06T05:11:11.450072
male,"$130,000",2026-05-06T05:11:13.575545
male,"$130,000",2026-05-06T05:11:15.560924
female,"$130,000",2026-05-06T05:11:17.966520
female,"$130,000",2026-05-06T05:11:20.192344
female,"$130,000",2026-05-06T05:11:22.543480
male,"$145,000",2026-05-06T05:11:24.725083
male,"$140,000",2026-05-06T05:11:26.950002
female,"$145,000",2026-05-06T05:11:29.501974
male,"$130,000",2026-05-06T05:11:31.859226
female,"$130,000",2026-05-06T05:11:34.370821
male,"$130,000",2026-05-06T05:11:36.844629
female,"$130,000",2026-05-06T05:11:38.919459
female,"$130,000",2026-05-06T05:11:41.038295
female,"$140,000",2026-05-06T05:11:43.649409
female,"$130,000",2026-05-06T05:11:46.451697
male,"$145,000",2026-05-06T05:11:48.549478
male,"$145,000",2026-05-06T05:11:50.827396
female,"$130,000",2026-05-06T05:11:53.078124
female,"$130,000",2026-05-06T05:11:55.209330
male,"$130,000",2026-05-06T05:11:57.166147
male,"$130,000",2026-05-06T05:11:59.275249
female,"$130,000",2026-05-06T05:12:01.653090
male,"$145,000",2026-05-06T05:12:03.936406
male,"$130,000",2026-05-06T05:12:05.987250
male,"$135,000",2026-05-06T05:12:08.058894
female,"$145,000",2026-05-06T05:12:10.189099
female,"$135,000",2026-05-06T05:12:12.305816
male,"$145,000",2026-05-06T05:12:15.953038
female,"$135,000",2026-05-06T05:12:18.081804
male,"$145,000",2026-05-06T05:12:20.168147
male,"$135,000",2026-05-06T05:12:22.650584
male,"$130,000",2026-05-06T05:12:25.976564
male,"$135,000",2026-05-06T05:12:27.941762
male,"$145,000",2026-05-06T05:12:29.969854
female,"$130,000",2026-05-06T05:12:32.276585
male,"$145,000",2026-05-06T05:12:34.497848
female,"$130,000",2026-05-06T05:12:36.660175
female,"$130,000",2026-05-06T05:12:38.877551
male,"$130,000",2026-05-06T05:12:41.285234
male,"$130,000",2026-05-06T05:12:43.283010
male,"$130,000",2026-05-06T05:12:46.719249
male,"$145,000",2026-05-06T05:12:48.792348
male,"$130,000",2026-05-06T05:12:50.703762
male,"$130,000",2026-05-06T05:12:52.694772
male,"$130,000",2026-05-06T05:12:54.722234
female,"$130,000",2026-05-06T05:12:56.818995
male,"$130,000",2026-05-06T05:12:58.930490
female,"$130,000",2026-05-06T05:13:01.108559
male,"$130,000",2026-05-06T05:13:03.502758
male,"$145,000",2026-05-06T05:13:05.493186
female,"$140,000",2026-05-06T05:13:07.694803
female,"$135,000",2026-05-06T05:13:10.242807
male,"$145,000",2026-05-06T05:13:12.178989
male,"$145,000",2026-05-06T05:13:14.561004
male,"$130,000",2026-05-06T05:13:16.862669
male,"$145,000",2026-05-06T05:13:18.906945
female,"$135,000",2026-05-06T05:13:21.166868
female,"$135,000",2026-05-06T05:13:23.298805
male,"$145,000",2026-05-06T05:13:25.318988
female,"$130,000",2026-05-06T05:13:27.368955
male,"$145,000",2026-05-06T05:13:29.390316
female,"$135,000",2026-05-06T05:13:31.556994
female,"$130,000",2026-05-06T05:13:33.622893
male,"$130,000",2026-05-06T05:13:35.681629
female,"$130,000",2026-05-06T05:13:37.706295
female,"$130,000",2026-05-06T05:13:39.686606
male,"$135,000",2026-05-06T05:13:41.980560
female,"$130,000",2026-05-06T05:13:44.085897
female,"$145,000",2026-05-06T05:13:46.321206
female,"$130,000",2026-05-06T05:13:48.353293
male,"$145,000",2026-05-06T05:13:50.923957
male,"$130,000",2026-05-06T05:13:52.967948
male,"$145,000",2026-05-06T05:14:02.908079
male,"$130,000",2026-05-06T05:14:05.329250
female,"$130,000",2026-05-06T05:14:07.620833
male,"$145,000",2026-05-06T05:14:09.693417
female,"$145,000",2026-05-06T05:14:11.883046
female,"$130,000",2026-05-06T05:14:15.134941
female,"$130,000",2026-05-06T05:14:17.196365
male,"$145,000",2026-05-06T05:14:19.286760
male,"$145,000",2026-05-06T05:14:21.474466
male,"$130,000",2026-05-06T05:14:23.459125
female,"$130,000",2026-05-06T05:14:25.597588
male,"$145,000",2026-05-06T05:14:27.669038
female,"$130,000",2026-05-06T05:14:29.811300
male,"$145,000",2026-05-06T05:14:32.309751
male,"$130,000",2026-05-06T05:14:34.288605
male,"$135,000",2026-05-06T05:14:36.211670
female,"$130,000",2026-05-06T05:14:38.765648
female,"$130,000",2026-05-06T05:14:41.269068
male,"$130,000",2026-05-06T05:14:43.749325
female,"$130,000",2026-05-06T05:14:46.112187
female,"$135,000",2026-05-06T05:14:48.400163
female,"$130,000",2026-05-06T05:14:51.276771
male,"$145,000",2026-05-06T05:14:53.294298
male,"$130,000",2026-05-06T05:14:55.362546
male,"$130,000",2026-05-06T05:14:57.338391
female,"$130,000",2026-05-06T05:14:59.379844
male,"$130,000",2026-05-06T05:15:01.309765
male,"$130,000",2026-05-06T05:15:03.733186
female,"$130,000",2026-05-06T05:15:06.033634
female,"$130,000",2026-05-06T05:15:08.165247
male,"$130,000",2026-05-06T05:15:10.163602
male,"$130,000",2026-05-06T05:15:12.702089
female,"$130,000",2026-05-06T05:15:14.803509
female,"$135,000",2026-05-06T05:15:16.923824
female,"$145,000",2026-05-06T05:15:18.962133
female,"$130,000",2026-05-06T05:15:21.029731
female,"$130,000",2026-05-06T05:15:23.151837
female,"$130,000",2026-05-06T05:15:25.241767
female,"$130,000",2026-05-06T05:15:27.647091
male,"$145,000",2026-05-06T05:15:30.589389
male,"$145,000",2026-05-06T05:15:32.631456
female,"$130,000",2026-05-06T05:15:34.810272
male,"$130,000",2026-05-06T05:15:38.059205
male,"$145,000",2026-05-06T05:15:40.152943
female,"$130,000",2026-05-06T05:15:42.629244
female,"$130,000",2026-05-06T05:15:44.933300
male,"$145,000",2026-05-06T05:15:46.971161
female,"$145,000",2026-05-06T05:15:49.049537
female,"$130,000",2026-05-06T05:15:51.318864
female,"$130,000",2026-05-06T05:15:53.967831
male,"$130,000",2026-05-06T05:15:56.052906
female,"$145,000",2026-05-06T05:15:58.595091
male,"$145,000",2026-05-06T05:16:00.594114
male,"$130,000",2026-05-06T05:16:02.876610
female,"$130,000",2026-05-06T05:16:04.885035
male,"$135,000",2026-05-06T05:16:06.794022
female,"$140,000",2026-05-06T05:16:08.803271
female,"$145,000",2026-05-06T05:16:10.933542
male,"$130,000",2026-05-06T05:16:12.852109
female,"$130,000",2026-05-06T05:16:14.931434
female,"$130,000",2026-05-06T05:16:17.254235
male,"$145,000",2026-05-06T05:16:21.340865
female,"$130,000",2026-05-06T05:16:23.606366
male,"$145,000",2026-05-06T05:16:26.085667
male,"$135,000",2026-05-06T05:16:28.143513
male,"$145,000",2026-05-06T05:16:30.155634
female,"$130,000",2026-05-06T05:16:32.703790
male,"$145,000",2026-05-06T05:16:34.740833
female,"$145,000",2026-05-06T05:16:36.799009
male,"$135,000",2026-05-06T05:16:38.800019
female,"$130,000",2026-05-06T05:16:41.119404
male,"$130,000",2026-05-06T05:16:43.875072
female,"$130,000",2026-05-06T05:16:46.133270
male,"$130,000",2026-05-06T05:16:48.064291
male,"$145,000",2026-05-06T05:16:50.412264
female,"$130,000",2026-05-06T05:16:52.977069
male,"$145,000",2026-05-06T05:16:55.060124
male,"$145,000",2026-05-06T05:16:57.172180
male,"$130,000",2026-05-06T05:16:59.163521
male,"$130,000",2026-05-06T05:17:01.220680
female,"$130,000",2026-05-06T05:17:03.332330
female,"$130,000",2026-05-06T05:17:05.364281
male,"$135,000",2026-05-06T05:17:07.709695
male,"$130,000",2026-05-06T05:17:09.997789
male,"$145,000",2026-05-06T05:17:12.040731
female,"$130,000",2026-05-06T05:17:14.178533
female,"$135,000",2026-05-06T05:17:16.270730
male,"$130,000",2026-05-06T05:17:20.189664
female,"$145,000",2026-05-06T05:17:22.751562
female,"$130,000",2026-05-06T05:17:25.179992
female,"$130,000",2026-05-06T05:17:27.521627
female,"$130,000",2026-05-06T05:17:29.568065
female,"$145,000",2026-05-06T05:17:31.643932
male,"$145,000",2026-05-06T05:17:33.667947
male,"$130,000",2026-05-06T05:17:35.578008
female,"$130,000",2026-05-06T05:17:39.398137
female,"$130,000",2026-05-06T05:17:42.661493
female,"$130,000",2026-05-06T05:17:44.767196
female,"$130,000",2026-05-06T05:17:46.911501
female,"$130,000",2026-05-06T05:17:48.992867
male,"$145,000",2026-05-06T05:17:51.031810
female,"$135,000",2026-05-06T05:17:53.444884
male,"$130,000",2026-05-06T05:17:55.387049
female,"$130,000",2026-05-06T05:17:57.510061
male,"$130,000",2026-05-06T05:17:59.546775
male,"$130,000",2026-05-06T05:18:01.861929
female,"$130,000",2026-05-06T05:18:03.940230
male,"$145,000",2026-05-06T05:18:06.306078
female,"$145,000",2026-05-06T05:18:08.343832
female,"$130,000",2026-05-06T05:18:10.438415
female,"$130,000",2026-05-06T05:18:12.560454
male,"$130,000",2026-05-06T05:18:14.571478
male,"$130,000",2026-05-06T05:18:16.629401
female,"$130,000",2026-05-06T05:18:19.071339
male,"$140,000",2026-05-06T05:18:21.608518
female,"$145,000",2026-05-06T05:18:24.359186
female,"$130,000",2026-05-06T05:18:26.373662
female,"$130,000",2026-05-06T05:18:28.451631
female,"$130,000",2026-05-06T05:18:30.561809
female,"$130,000",2026-05-06T05:18:34.507879
male,"$130,000",2026-05-06T05:18:36.507813
female,"$130,000",2026-05-06T05:18:38.742635
male,"$130,000",2026-05-06T05:18:40.823692
female,"$145,000",2026-05-06T05:18:43.035590
male,"$135,000",2026-05-06T05:18:45.041331
male,"$145,000",2026-05-06T05:18:47.049156
male,"$130,000",2026-05-06T05:18:49.067063
female,"$130,000",2026-05-06T05:18:51.262741
female,"$130,000",2026-05-06T05:18:53.445506
male,"$130,000",2026-05-06T05:18:55.368838
female,"$130,000",2026-05-06T05:18:57.372077
male,"$130,000",2026-05-06T05:19:02.246668
male,"$130,000",2026-05-06T05:19:04.295425
female,"$130,000",2026-05-06T05:19:06.812134
male,"$145,000",2026-05-06T05:19:09.019024
female,"$130,000",2026-05-06T05:19:11.281099
female,"$145,000",2026-05-06T05:19:13.274998
male,"$145,000",2026-05-06T05:19:15.265685
male,"$130,000",2026-05-06T05:19:17.892518
male,"$130,000",2026-05-06T05:19:19.851986
male,"$135,000",2026-05-06T05:19:24.913190
female,"$130,000",2026-05-06T05:19:27.331535
female,"$130,000",2026-05-06T05:19:29.510030
